[5.68s -> 8.12s]  МУЗЫКАЛЬНАЯ ЗАСТАВКА
[3057.68s -> 3062.68s]  Подытожим, на самом деле порно, как часть жизни,
[3062.68s -> 3063.68s]  оно...
[3063.68s -> 3064.68s]  Это прекрасно.
[3064.68s -> 3066.68s]  Да, это прекрасно, оно имеет место быть,
[3066.68s -> 3068.68s]  в этом нет какого-то...
[3068.68s -> 3071.68s]  Но меру, чтобы не было порнозависимости.
[3071.68s -> 3073.68s]  Да, меру, чтобы не было порнозависимости.
[3073.68s -> 3076.68s]  Все-таки надо жить в реальном мире с реальными людьми
[3076.68s -> 3079.68s]  и получать удовольствие от реального полового контакта.
[3079.68s -> 3081.68s]  Читать эротические романы, это, по крайней мере,
[3081.68s -> 3082.68s]  развивает вашу фантазию.
[3082.68s -> 3083.68s]  Да, вашу фантазию, согласен.
[3083.68s -> 3085.68s]  И образует новые нейронные связи.
[3085.68s -> 3087.68s]  Художественная литература, даже если она такая,
[3087.68s -> 3088.68s]  это очень полезно.
[3088.68s -> 3090.68s]  Ну, то есть ничего в ней нет такого там,
[3090.68s -> 3092.68s]  презренного, чего-то плохого, вот.
[3092.68s -> 3095.68s]  Главное, не увлекаться, чтобы это не становилось порнозависимостью,
[3095.68s -> 3097.68s]  как мы узнали, что это может стать плохим,
[3097.68s -> 3101.68s]  и тебя не будет возбуждать ничего, кроме картинок там в телефоне и так далее.
[3101.68s -> 3102.68s]  Все-таки надо жить в реальном мире,
[3102.68s -> 3105.68s]  с реальными людьми получать реальное удовольствие.
[3105.68s -> 3108.68s]  Вот какие-то старые предрассудки о том,
[3108.68s -> 3110.68s]  что могут выгнать, запорно и так далее,
[3110.68s -> 3114.68s]  мы это лично вот в этом кругу считаем это неправильно.
[3114.68s -> 3117.68s]  Я бы сказал, что люди из порна это прекрасные люди вообще, на самом деле.
[3117.68s -> 3120.68s]  И это просто, ну, просто профессия, которую нужно признать.
[3120.68s -> 3121.68s]  Ну да, такая профессия.
[3121.68s -> 3125.68s]  И между прочим, эта профессия одна из самых просматривающих в мире.
[3125.68s -> 3128.68s]  Эти люди снимают наше напряжение каждый божий день.
[3128.68s -> 3131.68s]  Да, а еще пишите, пожалуйста, в комментариях,
[3131.68s -> 3135.68s]  когда вы и при каких обстоятельствах увидели порнуху в первый раз.
[3135.68s -> 3136.68s]  Да, прикольно, кстати.
[3136.68s -> 3138.68s]  Давайте там это, накидайте нам.
[3138.68s -> 3140.68s]  Да, а то кассеты у всех банально, кассеты.
[3140.68s -> 3141.68s]  Вот какое-то небанальное.
[3141.68s -> 3143.68s]  Как вы встретили порну в своей жизни?
[3143.68s -> 3144.68s]  А то уже на банальное мы уже подрочили.
[3144.68s -> 3146.68s]  Да, уже хочется что-то новенькое.
[3146.68s -> 3149.68s]  Да, сегодня у нас в гостях была Ангелина Дорошенко.
[3149.68s -> 3150.68s]  Аплодисменты!
[3150.68s -> 3151.68s]  Спасибо.
[3151.68s -> 3153.68s]  Ангелина, спасибо тебе громадная, правда.
[3153.68s -> 3155.68s]  Я хотел, чтобы вы прям чокнулись.
[3155.68s -> 3156.68s]  Спасибо тебе громадней.
