,video_name,stt_name,category_name,title,description,meteor,stt_sum,len,len_tokens
382,382.mp4,382.txt,Блоги,Хашлама | Выпуск 12 I Рина Николь – бьюти-блогерша и 2 кавказца I Муж колумбиец I Без слов,"Самый тяжелый выпуск в наших жизнях. Рина честный, открытый, чистый и спокойный блогер – до нее не докопаешься. Мы с Аветом прям вот устали под нее копать. Смирились и просто обсудили ее личную жизнь. Она, кстати, не ест сладкое, лол. Ждем смешные шутки про диабет в комментариях.  / / Сотрудничество: email",0.0,"Но на самом деле сегодня у нас в гостях тот человек, который реально дичь не снимает, это бьюти блогер Рина Николь. На самом деле, короче, самая большая проблема в том, что я родилась в закрытом городе, в который нельзя привезти иностранца. И очень сложно сделать так, чтобы, вернее, невозможно сделать так, чтобы я привезла к себе в квартиру мужа и прописала его там, и мы бы начали делать какие-то документы. В Колумбии, кстати, они вместо сахара едят сахарный тростник в таких брусках.",7,52
383,383.mp4,383.txt,Кулинария,МАКСИМ НАРОДНЫЙ Выпуск №2 «ГОТОВИМ ВКУСНУЮ СОЛЯНКУ С МОСКВИЧОМ»,Продукты:  Сметана Томатная паста Огурцы маринованные Лавровый лист Масло подсолнечное Чёрный перец Соль Говядина на кости Колбаса копчёная Колбаса варёная Морковь Лук Картошка Зелень   Инстаграм: / Телеграм канал: ТикТок: /@mmaximnazarov  В гостях: Егор,0.0,"пойдем ты что пошли стоишь мерзнешь поедим давай так всем здорова вы на канале Максим народный сегодня очередной вкусный прикольный душевный выпуск в гостях у меня сегодня Егор москвич все просили еще раз его позвать и приготовить с ним солянку ну коль просили мы обещали сегодня ее обязательно сделаем брат Егор видс еще раз здорово обожаю здорово когда еще за час сюда приезжаешь давай давай сразу нравится да тебе приходится конечно я обожаю твои выпуски просто лучше Максим за вас ой пойдет сейчас сейчас прямо пойдет ну что давайте расскажу что нам для этого понадобится так сегодня нам понадобится значит сметан томатная паста огуречки маринованные лавровый лист масло черный перчик соль кусочек говядины на кости колбаса копченая колбаса вареная морковь лук картошечка и зеленушка первым что мы сейчас сразу сразу сделаем чтобы не тянуть мы включим нашу плиту прям прибавим чтобы она сейчас разогрелась и мы отправляем сразу вариться наш кусочек говядины чтобы у нас получился вкусный наваристый бульон вот он долгожданный выпуск солянка макс спасибо что пригласил именно на приготовку солянки ты знаешь я люблю очень сильно сегодня я думаю будет очень вкусно потому что у Максима не бывает невкусно конечно приходит ко мне то пиво пить то есть что будем делать значит нам нужна Егор сразу резать у нас лук отлично будет резать лук помельче помельче я буду резать картофель погнали так картошечки я уже нарезал Егор что там у тебя по луку зарезаем по глазам видно что лук очень свежий поэтому я не взялся за это дело так пока Егор решит лук давайте я натру на тру морковки сегодня также будем отвечать на вопросы наших подписчиков это мы уже отвечали Егору мы говорят еще есть еще есть на которой нужно будет ответить мы ответим на все мы рады всегда на них отвечать потому что так интересно что значит нас смотрит хотя бы если вопросы задают это уже приятно сейчас что мы делаем мы делаем так сказать наборчик на поджарку то есть это будет лучок будет морковочек сейчас мы еще колбаски нарежем туда так сейчас отвечаю на вопрос почему не запрещает дом готовить родители вот поэтому просто не подходи пожалуйста и говорит когда готовишь это убираться дольше чем чем ты готовишь так но вот столько вот столько нам будет достаточно с Егором вдвоем ну и пашка оператор немножко порожка съест как говорится да то будет нам достаточно морковочку на давай давай что я сделал морковку на тер на забыл на тер морковку мы отправляем сюда тоже в общую тарелку для поджарки потому что это пойдет вместе теперь так что нам нужно сделать теперь Егор берет нас копченую колбасу копченую берем я сейчас возьму еще раз посмотрите Егор можно знание человека в кульнаре Егор сейчас берет копченую колбасу я сейчас быстро отправляю лауровый лист к нам в кипящий в кипящий бульончик где у нас варится говядина так я беру по мнению Егора копченая по мнению всех остальных жителей России вареная колбасу или докторскую да как почему докторская? Мне кто-то, кстати, говорил, что, по сути, солянка сама по себе это, как это, суп, да? Но если ты говоришь в каком фильме, то",1,37
384,384.mp4,384.txt,Юмор,ШЛЯПА | Выпуск 9,"Подписывайся на все наши каналы на Rutube, находи слово спрятанное в видео и пиши его в комментариях под постом в Instagram. Может быть именно ты выиграешь iPhone 13. Ссылки на наши каналы: Антон Протеинов - / Люди у которых клюёт - / Максим Народный - / Пацанский клининг - / Пойдём отойдём - / ПОЛУПАНОВЫ - / Тот Самый Мент - / Тяпа - / Смехмашина - /  Ссылка на пост в Инстаграм: /  Это очередной выпуск шоу «Шляпа». В этом выпуске вы увидите, какие видосы по мнению Максона, Егора и Антона считаются полнейшей шляпой, а какие достойны репоста! Погнали смотреть вместе!",0.0,"Если вы любите залипать на смешные видосики в Интернете, то это шоу точно для вас. Я очень ее очень люблю, когда в кадре ржут над детьми, которые, знаешь, очень много видосов в интернете, где, типа, девочка не выговорит какое-то слово, которое очень похоже на матное. Помимо веселого комментария в конце про Мишку и кресло, что-то раз. Как? Ну и ребята, это не шляпы абсолютно никакой моды, это не шляпы, это точно не шляпы, точно не шляпы, ты чё скажешь, конечно не шляпы Это смешно, весело, коротко, резко, молодцы Так, ну что, мы переходим к финальному раунду, совсем скоро мы узнаем, кто же себе в сторис на сутки выложит полнейшую шляпу Ну а пока смотрим видос от подписчиков Антохин В искушении, что я Это водитель той газбилью, у которой такой гудок, это он делал И чай-кот на насаживает Пацаны, успокойтесь, это полная ***** И это точно шляпа Крайний видеоролик на сегодня, Егор Давайте Немножечко повеселеваться Когда мне 100 кот дашь Вот это вот моя любимая смайлиху ел себя Смешно Это полная шляпа, Антон Подержите Абсолютно Министерство Министерство мемасов и коллективного госила Утверждает, что это полная херь Так, ну что, у нас есть проигравший, сегодня это Антоха И именно он на сутки в инстаграм выкладывает в себе такой шляпный видос, что наши организаторы утверждают, что лучше слепить снежок из желтого снега, чем выложить его себе в сторис на сутки Давайте его посмотрим, можно посмотреть Кратим, кратим, каждый день паска, я рисую, мне плакат Кратим, моя жизнь паска, все хотят красить, я не... Кратим, кратим Нормально, я и такой вчера пилил Богдан *****, Богдан, кто бы ты не был Ну ты, конечно Шляпа Подошел к Анту шоу Шляпа, присылайте нам в директ Все смешные видосы из интернета, мы будем их фильтровать, будем показывать их Здесь обязательно подписывайтесь на канал, ставьте колокольчик, чтобы не пропустить новые выпуски И обязательно сохраняйте их, чтобы можно было потом их пересмотреть с друзьями Сегодня с вами был Антоха, Егор и Макс, все, всем пока",5,104
385,385.mp4,385.txt,Красота,Фея-Крёстная | Ольга Бельская. Наряд для авторского тренинга по стилю,Смотри и управляй билайн тв в Тарифе UP и выгодно добавь домашний интернет  Собери свою идеальную косметичку на все случаи жизни вместе с брендом SUGAR. По промокоду «ФЕЯ» тебя ждёт скидка 10% в ЛЭТУАЛЬ:  (промокод действует до 12.05.2023)  Как правильная юбка позволит скорректировать фигуру? Как с помощью мейкапа придать коже отдохнувший вид? И зачем нужно носить с собой металлическую булавку?,0.0,"Если мой костюм будет ярким и оригинальным, а макияж нюдовым и обычным, на мой взгляд, это будет скучно. Кстати, если использовать кремовый бронзер для лица, то как работать им? Команда «Фея крестной» заканчивает работу над образом для мастер-класса стилиста Ольги. Что я могу и не боюсь сочетать несочетаемое, использовать шнуровку в волосах, использовать шнуровку во всех изделиях и при этом в самых модных цветах этого и будущего сезона.",4,63
386,386.mp4,386.txt,Развлечения,Шоу «Пацанский Клининг» | Рэп-Баттл на хате подписчика | Выпуск 10,"Преданный подписчик, который ярко отмечал все новогодние праздники,  пригласил к себе Макса, Тяпу, Егора и Олю, чтобы они наконец-таки навели в его квартире настоящий «Пацанский Клининг».",0.0,"Это пацан, это пацан, это пацанский клининг Так, ну что, всем привет Это новый выпуск пацанского клининга Единственное, что мы знаем вообще, где мы сегодня будем выбираться Это номер квартиры, номер квартиры 77 Надеюсь, это счастливое число И там будет очень чисто, очень красиво Прежде, чем мы зайдём, не могу попросить Егора запресталить пару сроков На что нас ждёт сегодня хватит Что ж, не могу отказать своим друзьям Давай, начнём Бинозка, биточка Давай Тут, тут, тут, тут Сейчас мы зайдём на эту хату и уберём всю грязь Давай быстрее в эту квартиру Звони, звони У меня нет сомнений даже малейших У меня нет слов по его приставил, да? Все, вопросов больше нет В принципе здесь все понятно Ну что вам, Саня, я могу тебе сказать Это не бабня, это какой-то подарокной двор Но Тяпа здесь быстро уберется, дайте ему инвентарный прибор Давай, Сань, пошли в туалет Это пацанский клининг Где бать копать Это пацанский клининг Готовы заходить? Кухня Зал Туалет Да давай же ты Вот она родная, да? Конечно Я раздеваюсь тогда и начинаю И мы, милцы, тебя просим В нашу ложку, где мы сильно убрались И там будет как будто Замок похожа Это пацанский клиент Ну что, Оль, вот эта комната, где предстоит мне убраться И я считаю, что я выполню свое Задание осмотрения Так, спокойно Мы находимся сейчас в комнате Особлю пространство, самое главное Поставил стол на ноги Ага, Оль, погнала А мне кажется, здесь не вытирал Конечно Егор Ах ты Простите меня Просто самое-самое Бидное место это стол В зале Саня нравится, он ходит здесь улыбаться Саня доволен Чисто Как у кубочистка Смотрите, вот здесь есть Полочка, которую Скорее всего никто не заметил Ну вот Оль, тут Тут даже ничего не видно Там вообще не убиралось Не убиралось Все вынимало Все вынимало Это минимал Ты представлю, что Да пыли нет здесь Даже не ищи А это все потому, что здесь Ну вот Ну Егор Банальные вещи, язык классика Так, подожди Будет хотя бы одно место Которое я проверю сейчас И салфетка станете чистой Какое?",1,27
387,387.mp4,387.txt,Новости и СМИ,БЮРО ДОБРЫХ ДЕЛ №4 | СЕМЁН МОЛОКАНОВ | КАКИЕ ПАРНИ - ПЛОХИЕ ФОТОГРАФЫ? | ДРУЖБА С АКУЛОЙ,"Добро пожаловать на канал «Бюро Добрых Дел»! Его глава – это я, Лариса Брохман. А миссия нашего Бюро – искать самые добрые и хорошие новости по всему миру, чтобы рассказать их вам. В этом выпуске:  - Как можно подружиться с акулой. - Кто получает звание отца года? - Ксения Егорова в «Добром репортаже» проведет эксперимент, чтобы проверить, правда ли свободные парни фотографируют девушек хуже, чем те, которые находятся в отношениях. - Специальный гость шоу Семён Молоканов расскажет всю правду о вакансии кинокомпании «Пензфильммаш».  Эти и другие добрые новости мы собираем регулярно, чтобы поднять вам настроение сделать ваш день чуточку радостнее и светлее.  Пишите свои добрые истории нам на почту:  email  По вопросам рекламы пишите на email",0.0,"И не смотрите на меня так. Новости вообще Ксюша подбирает. Мама девятимесячной девочки Коры выложила пост с фотографией улыбающейся дочки, которая очень похожа на актера Вуди Харлесса. В общем, недавно вышло исследование, согласно которому свободные парни фотографируют гораздо лучше тех, кто находится в отношениях. Ксюша, милая моя, я так понимаю, что все парни, которые тебя фотографировали, были в отношениях.",9,121
388,388.mp4,388.txt,Развлечения,Фея-Крёстная | №3 | Анна,"В этом выпуске ведущая Ассоль и дизайнер Рабиа Халили создадут для художницы Анны новый образ. Выставка ее картин уже завтра, а платья до сих пор нет. Скорее смотри, что же задумали наши волшебницы!",0.0,"Сделать платье? Сделать платье за один день. Поняла, что хочется что-то, чтобы обязательно яркое было. Наш специалист по декору украсил топ стразовой цепью, это страза Сваровский, наши последние остаточки, мы решили не жадничать и отдали все, и наш топ теперь выглядит очень круто, он переливается всеми цветами радуги, и большая часть цветов по аспекту попадает именно в цвет топа.",3,33
389,389.mp4,389.txt,Блоги,"Поверь мне, подруга I #6 I Бюджетные подарки на новый год","Новый год уже близко, а денег на подарки для родных у тебя практически нет? Не переживай! В этом выпуске Аня Хилькевич расскажет, как  порадовать близких, не тратя при этом кучу денег.",0.0,"Все тщательно перемешиваем до образования однородного теста, как для пирожков. Например, можно сделать милые подарки на память. Тебе понадобится основа для мыла, формочка для мыла, масла на твое усмотрение. Отталкиваясь от своего бюджета, можешь купить в подарок аксессуары для телефона.",3,32
390,390.mp4,390.txt,Кулинария,ШЕФ | Новогодний выпуск | Пастуший пирог,"В этом выпуске «Шефа» Павел Коклюшкин приготовит традиционный для кухонь многих стран «Пастуший пирог», расскажет про новогодние блюда и даст хороший совет на предстоящие праздники. Порадуйте себя в новогодние праздники вкусными и полезными продуктами от Индилайт /",0.0,"Такие как фарш из индейки, картофель, лук, чеснок, сыр, овощная смесь, томатная паста, яйца. Это блюдо существует во многих кухнях мира, потому что повар его может придумать из тех ингредиентов, которые у него всегда под рукой. Для нашего блюда понадобится 5-6 крупных картофелем. Для этого нам вновь понадобится морковь, шпажка и всем знакомая масса из сыра, чеснока, майонеза и яйца.",2,37
391,391.mp4,391.txt,Развлечения,CARJITSU. 2 серия. Полное-ТВ - Пельмень. Джиу-джитсу в машине.,"Это спортивно-развлекательное шоу про борьбу в автомобиле, которое впервые проводится в России! Противостояние самого популярного в мире мастера по ударам, по пощёчинам Василия Камоцкого против одного самого тяжёлого блоггера в РФ Гриши Полное ТВ. Мощная борьба в автомобиле!",0.0,"Я думаю, это будет прикольная движуха, и думаю, что это перспективно для таксистов, как минимум, борьба в машине за это будущее. Машины нет, права есть. Я себя попробовал в борьбе к коржицу. Первый раз борьба в машине, тем более в такой.",3,38
392,392.mp4,392.txt,Спорт,Concept Football - Футбол кибер - Выпуск №4,"В новом выпуске“Concept Football” кибер,  ведущий Кирилл Комраков вместе с ребятами из 2Drots попробуют предсказать победителя Лиги Чемпионов путем прохождения челленджей и итоговым финальным матчем за главный приз - 50 тысяч рублей! А два последних места сразятся между собой в фифа и решат, кто исполнит наказание!",0.0,"Показал, что Богдан очень быстро делал, а уже 13 секунд прошло. Колеса на месте, осталось бить покрышку и поехать домой. ДИНАМИЧНАЯ МУЗЫКА Ой, хороший, хороший! Пацаны, если я не попаду, там еще стоит 6 человек, которые, ну один из них точно пойдет, поэтому я просто спокойненько попробую это сделать!",2,47
393,393.mp4,393.txt,Видеоигры,PVP #5 I Флейми VS Дося,"Новогодний выпуск! В гостях у Марпл титулованные кибеспротсмены, чемпионы турниров по CS:GO: Дося и Флейми. Парни обсудили последние новости КС сцены и померялись скиллом в новогодних кастомках.",0.0,"Ну, я не знаю, но Dota тоже доминирует, получается, если им Pint выиграли, да. Потому что любая русская команда, ну там, я не знаю, Forza или что-то такое, оно выиграет, мне кажется, да, и вышло бы тоже на мажор. Я вообще не знаю, но это в любом случае дотер. И я думаю, что самое время поздравить наших зрителей, чтобы получать специальный новогодний выпуск с новогодними картами в кс.",3,27
394,394.mp4,394.txt,Юмор,Тот самый мент I Выпуск 4I Мент играет в кальмара,"Максим Константинович узнает про сериал "" Игра в кальмара"". Опасаясь за то, что весь район массово начнет пить пиво, он решает устроить спортивные соревнования. Наш Начальник и Ольга ПДН отправляются на улицы района, чтобы найти подходящих спортсменов. Поддержите видео лайком, а канал подпиской!",0.0,"Как там площадки, у нас не район, у нас вообще спорткомплекс целый, у нас вот тут, смотри, вот, и где с препятствиями вот так вот пойдут. Пошли на турники, давай. Давай. Ну давай тогда после крестин На соревнование Давай вечером ***** Пошли, пошли на соревнование, забирайся, быстро Итог один, всё равно Какой итог один?",4,43
395,395.mp4,395.txt,Спорт,"Вячеслав Василевский оценит! Не юмористический, а реальный баттл: Юнусов и ""Люсёк"" Сорокин","Роман Юнусов попробовал себя в спортивной гимнастике и бадминтоне, но пройдёт ли он ещё более интенсивную тренировку от профессионального бойца ММА? Ведущий позвал проверить свои силы резидента Comedy Club Дмитрия «Люська» Сорокина. Могут ли юмористы держать удар - предстоит узнать звездному тренеру Вячеславу Василевскому и зрителям шоу «Спортивный интерес». По вопросам рекламы пишите на email",0.0,"Не, ну, Люсьок отличный, Димка вообще молодец. Прошу без рук, ребят, вы профессионалы, уважайте друг друга. Мы закручиваем сюда, заставляем соперника встать на одну ногу. тут просто лучше и видим как бы это не звучало может быть для тебя не приятно сейчас чуть-чуть лучше поэтому с небольшим преимуществом отдадим ему этот раунд 2-2 и сохраняем интригу перед финалом совершенно верно интрига перед финалом счет 2-2 впереди пятый раунд в нашей тренировке он лысый такой большой такой тяжеловес классический таких вот ну такой типажный российский тяж боевого самбо чтобы наказать обстановку друзья мы забыли сказать какое же наказание будет выполнять проигравший есть предложение понюхать перчатки все перчатки которые здесь в этом здании которые занимался всю жизнь наша тренировка подходит к своему логическому завершению впереди остался последний раунд финальный раунд в котором после боя каждый из бойцов и проигравший и победивший говорит какие-то свои заключительные слова финальные слова слова благодарность но с небольшим введением себя в это состояние совершенно верно собьем дыхание как только возможно наша задача с тобой сейчас один сбит дыхание и почитать четко по тексту свои благодарственные слова у нас счет 2 2 перед финальным раундом интрига да да да кто же начнет первый мы сейчас с тобой вывел как всегда на камене с бумагой кто выигрывает тот решает тут будет начинать я первый начну и так финальный раунд наши тренировки по боевому самбо по смешанным добросом начинается прямо сейчас поехали 10 красавчик и 8 и 9 и 10 я благодарен всем кто мог помог мне достичь этой вершины и выиграть бой за тысячу чемпионов я благодарен своей семье и тренером габабаби джоу джонова всем магомета микович у которой тренировал меня в родном дюшок номер 11 или проще говоря спортивной детской южной школе алифийской резервы номер один на старт внимание здесь здесь и и раз очень хорошая техника лучшая техника выполнения бёрки 2 отлично это новая бёрки 3 красавчик как легко он это делает по моему даже не 4 и 5 хорошо и 6 так не скажу что весит 130 килограмм красавчик рома осталось еще три раза финальные три раза ром раз 8 давай еще раз я молоток есть красавчик даже не на прессе пожалуйста я благодарен всем кто помог мне донтичь этой вершины победу посвящаю всей своей семье жене сыну дочке маме папе дедушке бабушке дымяннике тестью тещи шуриду дейвери доложки стоящийся крестнику крестницы и собаки уралья чемпион красава уберби да конечно слушайте это выполнять это движение каждый день по одному заходу ну собственно по 10 раз я уверен что вы сбросите 40 килограмм я начну с сегодняшнего дня уже начал что не очень не просто сделать этот выбор но обращаясь к цифрам и фактам в этом раунде в этом раунде дима был быстрее ну и даже немного чётче поэтому ты лучший но побеждает дмитрий усёк сароке это была конкурентная борьба гроба красавцы диман вячеслав василевский дмитрий сарокин роман юнусов это шоу спортивный интерес специально для вас дорогие друзья спасибо большое спасибо спасибо ну а я пошел не хоть перчатки только давайте не самую старую то она и пожалуйста ладно серьезно ром это самая раритетная перчатка это с 2008 года",4,55
396,396.mp4,396.txt,Детям,Лесенка знаний: мастерство I 8 серия I Портной,"Макс случайно порвал Лизе платье, а она приглашена в гости. Артур не умеет шить и помочь не может. Он отправляет Лизу и Макса в прошлое, когда зарождалась профессия Портного. Дети побывают в Древней Греции, в средневековой Европе, и во дворце Петра 1. В прошлом Петр 1 научит детей кроить и шить платья, и откроет тайны мастерства портного.",0.0,"Я Лизе платье порвал. Артур, можешь починить? Нет, Артур, не хочу учиться у такого портного. Мы хотим научиться платье шить.",5,57
397,397.mp4,397.txt,Блоги,"Поверь мне, подруга I #1 I Мне кажется я некрасивая","Недовольна своей внешностью? Считаешь себя некрасивой? В этом выпуске Аня Хилькевич докажет тебе, что не бывает красивых и некрасивых людей. Идеалы внешности - только в твоей голове. Куда важнее - красота внутренняя.",0.0,"Что такое красота? Многие признанные красавицы были недовольны своей внешностью, потому что она не совпадала со стандартами общества или собственными представлениями в голове. Если твоя внешность не нравится какому-то человеку или людям, это не значит, что ты некрасивая, просто ты может быть не в их вкусе. Так ты будешь красивой.",5,32
398,398.mp4,398.txt,Разное,Стендап гороскоп: Гарик Оганисян - Львы,"В новом выпуске шоу «Стендап гороскоп» Гарик Оганисян расскажет, почему круто быть Львом, и чем представители знака отличаются от других знаков зодиака.",0.0,"Знаете, что Львы самый лучший знак зодиака? Прикиньте, насколько крутой знак, что у нас в родительном падеже город львов. А у нас львов. Прикиньте, ну, типа Натали Портман близнец.",1,22
399,399.mp4,399.txt,Развлечения,Женский труд | Мебельное лего | Выпуск 3,Две красотки за тридцать тысяч рублей пытаются собрать мебель без инструкции.,0.0,"У кого это получится сделать качественнее, та и заберет тридцатку мятами. Девчат, у вас будет шанс получить по одной подсказке от меня. Я не знаю, короче, что сделать. Короче, чтобы получить от меня помощь, тебе нужно будет выполнить задание.",1,11
400,400.mp4,400.txt,Блоги,На связующих | Алексей Столяров | Дима Гордей | Пранк над Айзой,"На связующих - это шоу, в котором Кирилл Фокин-Сазонов совместно со звездными гостями любыми способами пытаются найти номер и дозвониться известным артистам шоу-бизнеса. Сегодня в гостях – Алексей Столяров, а звонить мы будем известному блогеру Диме Гордею!",0.0,"Димы Гордея, да, Димки Гордея Сейчас я Насте напишу А, слушай, а просто что-то до нее не дозвониться Не мог бы ты продиктовать? Его нет контакта Жалко Но у Карины есть его контакты Я сейчас у нее спрошу и могу скинуть Давай, давай, или перезвони Давай, давай, давай Давай на этот номер сразу же звони Ей тоже большой привет И номер сразу можешь записать И номер записываем *****, я нажал сбросить *****, ну вы меня дали Android ****** Что за *****, ***** *****, прикинь, сейчас Карина позвонит и скажет Ты че ** *****, вот это я, конечно, проебал Что за ***** У нас деньги закончились Там Карина, мне нравится А я слышу голос Карины Слава богу, берет такая Привет, это Игорь ***** Долбоев А ты нажал сбросить А я просто, *****, не разобрался Там, ну типа я Я что-то хотел сделать Я не знаю что Стой, подожди Вася звонит Она прислала номер Номер Димы Гордии Даааа За три звонка, ребятушки За три звоночка, Диманчик За второго твоего Третий, третий Свери, у тебя есть номер Конечно, конечно Давай напишем есть, спасибо Ольга, ты очень красивая, клевая девочка Она, знаешь, такая девочка именно А знаешь, ты там, я начал ей говорить Как дела? Нас раз Да нормально, знаешь, она прям такая пусечка Да Карина такая же, она пуся-пуся Я с ней там в отпуск ездил отдыхать, когда в Греции Она офигенно девчонка Она просто, знаешь, она постоянно говорит Вот может многие думают, что я мужин-ненавистница Потому что я такая вот с себя сильная Жень Кавершов, такой же крутой чувак И, возможно, знаешь, на самом деле, что повлияло То, что Карина была рядом и сказала, пришли Да, да, да Вот, возможно, это сыграло крутую роль Да, и видишь, из-за того, что она, скорее всего, Олей не поняла Она на громкую связь поставила Да И она услышала, что я Игорян Вот тот, вот самый В общем, про, извини, я не могу выговорить твою фамилию Она, наверное, услышала, типа, да, да, давай Ну и норм Так, номер, смиряем Давай 567 Да Да, все, аплодисменты Давайте по клопам, Лех, красава, правда Олька, ты красивая девочка Ссылка в описании Наверное, вставим на Олю Подписывайтесь, девочка не занята Ну класс, блин, Лех Я прям честно тебе скажу Я не ожидал, что этот ход сработает Не, ну, ребята, у Карины команда просто замечательная На самом деле, я тебе серьезно говорю Не лукавлю, не подлизываю сейчас Карине Но у них реально очень адекватные ребята Когда ты звонишь, и Димка, из-за чего вы представляешься И как-то чуваку какому-то молодому Он такой говорит То есть, понимаешь, что другое дело у Насти и Левы Вообще, на самом деле, как я вижу Чем люди больше подписчиков, чем они значимы Тем у них менеджеры, знаешь, такие душевные Знаешь, такие, типа, блин Потому что они понимают, что, ну, помогать нужно Это круто, Оля, ты чудо Поэтому у Карины много подписчиков Давайте поаплодируем Оле Оль, спасибо тебе, родная Да, я знаю, я вот сейчас и хочу Я хочу перезвонить Васе Нет, давай Я выполняю наказание Васе, мне кажется, умышленно не взял трубку Я думаю, он все понял Думаешь? Ну",2,37
401,401.mp4,401.txt,Юмор,Тяпа I #6 I ОТКРЫЛА СОБСТВЕННЫЙ МАССАЖНЫЙ САЛОН,"Тяпа узнал, что Лиза и Андрюша открыли массажный салон на дому! Но они никак не могли представить, что к ним нагрянет начальник. Тяпа, Андрюша и Лиза решили его разыграть! А как?! Смотри в этой серии!",0.0,"Обычный массаж поликлиника делают. Андрей, а чё, у нас пока время есть, давай цифру тебя буду учить. Андрюх, ну ты куда смотришь, администратор? И уже по традиции, на вашей площадке, тогда вот так вот, иди сюда, иди сюда, ага, вот, туда, туда, туда.",5,35
